Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Ecuador,ECU,"Population ages 60-64, female",SP.POP.6064.FE,293534
Ecuador,ECU,"Population ages 60-64, male",SP.POP.6064.MA,275313
Ecuador,ECU,"Population ages 65-69, female",SP.POP.6569.FE,226401
Ecuador,ECU,"Population ages 65-69, male",SP.POP.6569.MA,208383
Ecuador,ECU,"Population ages 70-74, female",SP.POP.7074.FE,159318
Ecuador,ECU,"Population ages 70-74, male",SP.POP.7074.MA,142186
Ecuador,ECU,"Population ages 75-79, female",SP.POP.7579.FE,120691
Ecuador,ECU,"Population ages 75-79, male",SP.POP.7579.MA,103123
Ecuador,ECU,"Population ages 80 and above, female",SP.POP.80UP.FE,150548
Ecuador,ECU,"Population ages 80 and above, male",SP.POP.80UP.MA,112126
"Egypt, Arab Rep.",EGY,"Population ages 00-04, male",SP.POP.0004.MA,6678668
"Egypt, Arab Rep.",EGY,"Population ages 05-09, female",SP.POP.0509.FE,5422021
"Egypt, Arab Rep.",EGY,"Population ages 05-09, male",SP.POP.0509.MA,5762750
"Egypt, Arab Rep.",EGY,"Population ages 10-14, female",SP.POP.1014.FE,4419593
"Egypt, Arab Rep.",EGY,"Population ages 10-14, male",SP.POP.1014.MA,4689099
"Egypt, Arab Rep.",EGY,"Population ages 00-04, female",SP.POP.0004.FE,6293764
"Egypt, Arab Rep.",EGY,"Population ages 15-19, female",SP.POP.1519.FE,4160714
"Egypt, Arab Rep.",EGY,"Population ages 15-19, male",SP.POP.1519.MA,4400901
"Egypt, Arab Rep.",EGY,"Population ages 20-24, female",SP.POP.2024.FE,4058089
"Egypt, Arab Rep.",EGY,"Population ages 20-24, male",SP.POP.2024.MA,4231397
"Egypt, Arab Rep.",EGY,"Population ages 25-29, female",SP.POP.2529.FE,4025288
"Egypt, Arab Rep.",EGY,"Population ages 25-29, male",SP.POP.2529.MA,4118621
"Egypt, Arab Rep.",EGY,"Population ages 30-34, female",SP.POP.3034.FE,3869795
"Egypt, Arab Rep.",EGY,"Population ages 30-34, male",SP.POP.3034.MA,3963087
"Egypt, Arab Rep.",EGY,"Population ages 35-39, female",SP.POP.3539.FE,3311323
"Egypt, Arab Rep.",EGY,"Population ages 35-39, male",SP.POP.3539.MA,3424180
"Egypt, Arab Rep.",EGY,"Population ages 40-44, female",SP.POP.4044.FE,2775936
"Egypt, Arab Rep.",EGY,"Population ages 40-44, male",SP.POP.4044.MA,2810359
"Egypt, Arab Rep.",EGY,"Population ages 45-49, female",SP.POP.4549.FE,2345718
"Egypt, Arab Rep.",EGY,"Population ages 45-49, male",SP.POP.4549.MA,2278445
"Egypt, Arab Rep.",EGY,"Population ages 50-54, female",SP.POP.5054.FE,2039651
"Egypt, Arab Rep.",EGY,"Population ages 50-54, male",SP.POP.5054.MA,2003874
"Egypt, Arab Rep.",EGY,"Population ages 55-59, female",SP.POP.5559.FE,1736412
"Egypt, Arab Rep.",EGY,"Population ages 55-59, male",SP.POP.5559.MA,1727178
"Egypt, Arab Rep.",EGY,"Population ages 60-64, female",SP.POP.6064.FE,1386569
"Egypt, Arab Rep.",EGY,"Population ages 60-64, male",SP.POP.6064.MA,1342809
"Egypt, Arab Rep.",EGY,"Population ages 65-69, female",SP.POP.6569.FE,1085064
"Egypt, Arab Rep.",EGY,"Population ages 65-69, male",SP.POP.6569.MA,996164
"Egypt, Arab Rep.",EGY,"Population ages 70-74, female",SP.POP.7074.FE,817915
"Egypt, Arab Rep.",EGY,"Population ages 70-74, male",SP.POP.7074.MA,674775
"Egypt, Arab Rep.",EGY,"Population ages 75-79, female",SP.POP.7579.FE,461070
"Egypt, Arab Rep.",EGY,"Population ages 75-79, male",SP.POP.7579.MA,335866
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, female",SP.POP.80UP.FE,481206
"Egypt, Arab Rep.",EGY,"Population ages 80 and above, male",SP.POP.80UP.MA,295300
El Salvador,SLV,"Population ages 00-04, male",SP.POP.0004.MA,295536
El Salvador,SLV,"Population ages 05-09, female",SP.POP.0509.FE,282216
El Salvador,SLV,"Population ages 05-09, male",SP.POP.0509.MA,295325
El Salvador,SLV,"Population ages 10-14, female",SP.POP.1014.FE,288003
El Salvador,SLV,"Population ages 10-14, male",SP.POP.1014.MA,298924
El Salvador,SLV,"Population ages 00-04, female",SP.POP.0004.FE,282043
El Salvador,SLV,"Population ages 15-19, female",SP.POP.1519.FE,310005
El Salvador,SLV,"Population ages 15-19, male",SP.POP.1519.MA,312703
El Salvador,SLV,"Population ages 20-24, female",SP.POP.2024.FE,327854
El Salvador,SLV,"Population ages 20-24, male",SP.POP.2024.MA,314312
El Salvador,SLV,"Population ages 25-29, female",SP.POP.2529.FE,294275
El Salvador,SLV,"Population ages 25-29, male",SP.POP.2529.MA,260947
El Salvador,SLV,"Population ages 30-34, female",SP.POP.3034.FE,249165
El Salvador,SLV,"Population ages 30-34, male",SP.POP.3034.MA,202309
El Salvador,SLV,"Population ages 35-39, female",SP.POP.3539.FE,227514
El Salvador,SLV,"Population ages 35-39, male",SP.POP.3539.MA,176085
El Salvador,SLV,"Population ages 40-44, female",SP.POP.4044.FE,212761
El Salvador,SLV,"Population ages 40-44, male",SP.POP.4044.MA,162838
El Salvador,SLV,"Population ages 45-49, female",SP.POP.4549.FE,190188
El Salvador,SLV,"Population ages 45-49, male",SP.POP.4549.MA,143874
El Salvador,SLV,"Population ages 50-54, female",SP.POP.5054.FE,168468
El Salvador,SLV,"Population ages 50-54, male",SP.POP.5054.MA,125986
El Salvador,SLV,"Population ages 55-59, female",SP.POP.5559.FE,145755
El Salvador,SLV,"Population ages 55-59, male",SP.POP.5559.MA,108049
El Salvador,SLV,"Population ages 60-64, female",SP.POP.6064.FE,123707
El Salvador,SLV,"Population ages 60-64, male",SP.POP.6064.MA,89793
El Salvador,SLV,"Population ages 65-69, female",SP.POP.6569.FE,101711
El Salvador,SLV,"Population ages 65-69, male",SP.POP.6569.MA,72664
El Salvador,SLV,"Population ages 70-74, female",SP.POP.7074.FE,77159
El Salvador,SLV,"Population ages 70-74, male",SP.POP.7074.MA,56475
El Salvador,SLV,"Population ages 75-79, female",SP.POP.7579.FE,59999
El Salvador,SLV,"Population ages 75-79, male",SP.POP.7579.MA,45049
El Salvador,SLV,"Population ages 80 and above, female",SP.POP.80UP.FE,69489
El Salvador,SLV,"Population ages 80 and above, male",SP.POP.80UP.MA,49559
Equatorial Guinea,GNQ,"Population ages 00-04, male",SP.POP.0004.MA,96433
Equatorial Guinea,GNQ,"Population ages 05-09, female",SP.POP.0509.FE,79812
Equatorial Guinea,GNQ,"Population ages 05-09, male",SP.POP.0509.MA,82410
Equatorial Guinea,GNQ,"Population ages 10-14, female",SP.POP.1014.FE,65861
Equatorial Guinea,GNQ,"Population ages 10-14, male",SP.POP.1014.MA,67173
Equatorial Guinea,GNQ,"Population ages 00-04, female",SP.POP.0004.FE,94127
Equatorial Guinea,GNQ,"Population ages 15-19, female",SP.POP.1519.FE,56198
Equatorial Guinea,GNQ,"Population ages 15-19, male",SP.POP.1519.MA,61845
Equatorial Guinea,GNQ,"Population ages 20-24, female",SP.POP.2024.FE,52992
Equatorial Guinea,GNQ,"Population ages 20-24, male",SP.POP.2024.MA,73970
Equatorial Guinea,GNQ,"Population ages 25-29, female",SP.POP.2529.FE,52113
Equatorial Guinea,GNQ,"Population ages 25-29, male",SP.POP.2529.MA,84411
Equatorial Guinea,GNQ,"Population ages 30-34, female",SP.POP.3034.FE,47634
Equatorial Guinea,GNQ,"Population ages 30-34, male",SP.POP.3034.MA,80056
Equatorial Guinea,GNQ,"Population ages 35-39, female",SP.POP.3539.FE,36174
Equatorial Guinea,GNQ,"Population ages 35-39, male",SP.POP.3539.MA,59199
Equatorial Guinea,GNQ,"Population ages 40-44, female",SP.POP.4044.FE,24704
Equatorial Guinea,GNQ,"Population ages 40-44, male",SP.POP.4044.MA,38247
Equatorial Guinea,GNQ,"Population ages 45-49, female",SP.POP.4549.FE,19210
Equatorial Guinea,GNQ,"Population ages 45-49, male",SP.POP.4549.MA,26499
Equatorial Guinea,GNQ,"Population ages 50-54, female",SP.POP.5054.FE,15577
Equatorial Guinea,GNQ,"Population ages 50-54, male",SP.POP.5054.MA,18853
Equatorial Guinea,GNQ,"Population ages 55-59, female",SP.POP.5559.FE,11408
Equatorial Guinea,GNQ,"Population ages 55-59, male",SP.POP.5559.MA,12426
Equatorial Guinea,GNQ,"Population ages 60-64, female",SP.POP.6064.FE,9560
Equatorial Guinea,GNQ,"Population ages 60-64, male",SP.POP.6064.MA,9912
Equatorial Guinea,GNQ,"Population ages 65-69, female",SP.POP.6569.FE,7125
Equatorial Guinea,GNQ,"Population ages 65-69, male",SP.POP.6569.MA,7048
Equatorial Guinea,GNQ,"Population ages 70-74, female",SP.POP.7074.FE,4487
Equatorial Guinea,GNQ,"Population ages 70-74, male",SP.POP.7074.MA,4266
Equatorial Guinea,GNQ,"Population ages 75-79, female",SP.POP.7579.FE,2925
Equatorial Guinea,GNQ,"Population ages 75-79, male",SP.POP.7579.MA,2617
Equatorial Guinea,GNQ,"Population ages 80 and above, female",SP.POP.80UP.FE,2007
Equatorial Guinea,GNQ,"Population ages 80 and above, male",SP.POP.80UP.MA,1690
Eritrea,ERI,"Population ages 00-04, male",SP.POP.0004.MA,..
Eritrea,ERI,"Population ages 05-09, female",SP.POP.0509.FE,..
Eritrea,ERI,"Population ages 05-09, male",SP.POP.0509.MA,..
Eritrea,ERI,"Population ages 10-14, female",SP.POP.1014.FE,..
Eritrea,ERI,"Population ages 10-14, male",SP.POP.1014.MA,..
Eritrea,ERI,"Population ages 00-04, female",SP.POP.0004.FE,..
Eritrea,ERI,"Population ages 15-19, female",SP.POP.1519.FE,..
Eritrea,ERI,"Population ages 15-19, male",SP.POP.1519.MA,..
Eritrea,ERI,"Population ages 20-24, female",SP.POP.2024.FE,..
Eritrea,ERI,"Population ages 20-24, male",SP.POP.2024.MA,..
Eritrea,ERI,"Population ages 25-29, female",SP.POP.2529.FE,..
Eritrea,ERI,"Population ages 25-29, male",SP.POP.2529.MA,..
Eritrea,ERI,"Population ages 30-34, female",SP.POP.3034.FE,..
Eritrea,ERI,"Population ages 30-34, male",SP.POP.3034.MA,..
Eritrea,ERI,"Population ages 35-39, female",SP.POP.3539.FE,..
Eritrea,ERI,"Population ages 35-39, male",SP.POP.3539.MA,..
Eritrea,ERI,"Population ages 40-44, female",SP.POP.4044.FE,..
Eritrea,ERI,"Population ages 40-44, male",SP.POP.4044.MA,..
Eritrea,ERI,"Population ages 45-49, female",SP.POP.4549.FE,..
Eritrea,ERI,"Population ages 45-49, male",SP.POP.4549.MA,..
Eritrea,ERI,"Population ages 50-54, female",SP.POP.5054.FE,..
Eritrea,ERI,"Population ages 50-54, male",SP.POP.5054.MA,..
Eritrea,ERI,"Population ages 55-59, female",SP.POP.5559.FE,..
Eritrea,ERI,"Population ages 55-59, male",SP.POP.5559.MA,..
Eritrea,ERI,"Population ages 60-64, female",SP.POP.6064.FE,..
Eritrea,ERI,"Population ages 60-64, male",SP.POP.6064.MA,..
Eritrea,ERI,"Population ages 65-69, female",SP.POP.6569.FE,..
Eritrea,ERI,"Population ages 65-69, male",SP.POP.6569.MA,..
Eritrea,ERI,"Population ages 70-74, female",SP.POP.7074.FE,..
Eritrea,ERI,"Population ages 70-74, male",SP.POP.7074.MA,..
Eritrea,ERI,"Population ages 75-79, female",SP.POP.7579.FE,..
Eritrea,ERI,"Population ages 75-79, male",SP.POP.7579.MA,..
Eritrea,ERI,"Population ages 80 and above, female",SP.POP.80UP.FE,..
Eritrea,ERI,"Population ages 80 and above, male",SP.POP.80UP.MA,..
Estonia,EST,"Population ages 00-04, male",SP.POP.0004.MA,34970
Estonia,EST,"Population ages 05-09, female",SP.POP.0509.FE,37263
Estonia,EST,"Population ages 05-09, male",SP.POP.0509.MA,39345
Estonia,EST,"Population ages 10-14, female",SP.POP.1014.FE,34707
Estonia,EST,"Population ages 10-14, male",SP.POP.1014.MA,36877
Estonia,EST,"Population ages 00-04, female",SP.POP.0004.FE,32898
Estonia,EST,"Population ages 15-19, female",SP.POP.1519.FE,28526
Estonia,EST,"Population ages 15-19, male",SP.POP.1519.MA,29844
Estonia,EST,"Population ages 20-24, female",SP.POP.2024.FE,31852
Estonia,EST,"Population ages 20-24, male",SP.POP.2024.MA,34062
Estonia,EST,"Population ages 25-29, female",SP.POP.2529.FE,43980
Estonia,EST,"Population ages 25-29, male",SP.POP.2529.MA,48673
Estonia,EST,"Population ages 30-34, female",SP.POP.3034.FE,47583
Estonia,EST,"Population ages 30-34, male",SP.POP.3034.MA,51665
Estonia,EST,"Population ages 35-39, female",SP.POP.3539.FE,43622
Estonia,EST,"Population ages 35-39, male",SP.POP.3539.MA,46098
Estonia,EST,"Population ages 40-44, female",SP.POP.4044.FE,44812
Estonia,EST,"Population ages 40-44, male",SP.POP.4044.MA,47181
Estonia,EST,"Population ages 45-49, female",SP.POP.4549.FE,44333
Estonia,EST,"Population ages 45-49, male",SP.POP.4549.MA,44726
Estonia,EST,"Population ages 50-54, female",SP.POP.5054.FE,42082
Estonia,EST,"Population ages 50-54, male",SP.POP.5054.MA,39651
Estonia,EST,"Population ages 55-59, female",SP.POP.5559.FE,47642
Estonia,EST,"Population ages 55-59, male",SP.POP.5559.MA,42317
Estonia,EST,"Population ages 60-64, female",SP.POP.6064.FE,48671
Estonia,EST,"Population ages 60-64, male",SP.POP.6064.MA,38270
Estonia,EST,"Population ages 65-69, female",SP.POP.6569.FE,43879
Estonia,EST,"Population ages 65-69, male",SP.POP.6569.MA,30615
Estonia,EST,"Population ages 70-74, female",SP.POP.7074.FE,34953
Estonia,EST,"Population ages 70-74, male",SP.POP.7074.MA,21192
Estonia,EST,"Population ages 75-79, female",SP.POP.7579.FE,35876
Estonia,EST,"Population ages 75-79, male",SP.POP.7579.MA,17605
Estonia,EST,"Population ages 80 and above, female",SP.POP.80UP.FE,55519
Estonia,EST,"Population ages 80 and above, male",SP.POP.80UP.MA,19593
Eswatini,SWZ,"Population ages 00-04, male",SP.POP.0004.MA,71982
Eswatini,SWZ,"Population ages 05-09, female",SP.POP.0509.FE,73096
Eswatini,SWZ,"Population ages 05-09, male",SP.POP.0509.MA,74231
Eswatini,SWZ,"Population ages 10-14, female",SP.POP.1014.FE,71279
Eswatini,SWZ,"Population ages 10-14, male",SP.POP.1014.MA,71893
Eswatini,SWZ,"Population ages 00-04, female",SP.POP.0004.FE,70573
Eswatini,SWZ,"Population ages 15-19, female",SP.POP.1519.FE,62252
Eswatini,SWZ,"Population ages 15-19, male",SP.POP.1519.MA,64195
Eswatini,SWZ,"Population ages 20-24, female",SP.POP.2024.FE,55328
Eswatini,SWZ,"Population ages 20-24, male",SP.POP.2024.MA,58825
Eswatini,SWZ,"Population ages 25-29, female",SP.POP.2529.FE,49409
Eswatini,SWZ,"Population ages 25-29, male",SP.POP.2529.MA,47724
Eswatini,SWZ,"Population ages 30-34, female",SP.POP.3034.FE,45635
Eswatini,SWZ,"Population ages 30-34, male",SP.POP.3034.MA,36433
Eswatini,SWZ,"Population ages 35-39, female",SP.POP.3539.FE,41512
Eswatini,SWZ,"Population ages 35-39, male",SP.POP.3539.MA,31665
Eswatini,SWZ,"Population ages 40-44, female",SP.POP.4044.FE,30559
Eswatini,SWZ,"Population ages 40-44, male",SP.POP.4044.MA,24687
Eswatini,SWZ,"Population ages 45-49, female",SP.POP.4549.FE,19952
Eswatini,SWZ,"Population ages 45-49, male",SP.POP.4549.MA,20357
Eswatini,SWZ,"Population ages 50-54, female",SP.POP.5054.FE,12342
Eswatini,SWZ,"Population ages 50-54, male",SP.POP.5054.MA,15204
Eswatini,SWZ,"Population ages 55-59, female",SP.POP.5559.FE,10163
Eswatini,SWZ,"Population ages 55-59, male",SP.POP.5559.MA,11739
Eswatini,SWZ,"Population ages 60-64, female",SP.POP.6064.FE,9855
Eswatini,SWZ,"Population ages 60-64, male",SP.POP.6064.MA,9707
Eswatini,SWZ,"Population ages 65-69, female",SP.POP.6569.FE,9632
Eswatini,SWZ,"Population ages 65-69, male",SP.POP.6569.MA,7176
Eswatini,SWZ,"Population ages 70-74, female",SP.POP.7074.FE,8245
Eswatini,SWZ,"Population ages 70-74, male",SP.POP.7074.MA,4931
Eswatini,SWZ,"Population ages 75-79, female",SP.POP.7579.FE,5908
Eswatini,SWZ,"Population ages 75-79, male",SP.POP.7579.MA,2755
Eswatini,SWZ,"Population ages 80 and above, female",SP.POP.80UP.FE,5411
Eswatini,SWZ,"Population ages 80 and above, male",SP.POP.80UP.MA,1537
Ethiopia,ETH,"Population ages 00-04, male",SP.POP.0004.MA,8291278
Ethiopia,ETH,"Population ages 05-09, female",SP.POP.0509.FE,7249140
Ethiopia,ETH,"Population ages 05-09, male",SP.POP.0509.MA,7434173
Ethiopia,ETH,"Population ages 10-14, female",SP.POP.1014.FE,6694411
Ethiopia,ETH,"Population ages 10-14, male",SP.POP.1014.MA,6828199
Ethiopia,ETH,"Population ages 00-04, female",SP.POP.0004.FE,8047874
Ethiopia,ETH,"Population ages 15-19, female",SP.POP.1519.FE,6243713
Ethiopia,ETH,"Population ages 15-19, male",SP.POP.1519.MA,6361778
Ethiopia,ETH,"Population ages 20-24, female",SP.POP.2024.FE,5461358
Ethiopia,ETH,"Population ages 20-24, male",SP.POP.2024.MA,5581305
Ethiopia,ETH,"Population ages 25-29, female",SP.POP.2529.FE,4368645
Ethiopia,ETH,"Population ages 25-29, male",SP.POP.2529.MA,4435366
Ethiopia,ETH,"Population ages 30-34, female",SP.POP.3034.FE,3514834
Ethiopia,ETH,"Population ages 30-34, male",SP.POP.3034.MA,3475730
Ethiopia,ETH,"Population ages 35-39, female",SP.POP.3539.FE,2931833
Ethiopia,ETH,"Population ages 35-39, male",SP.POP.3539.MA,2845842
Ethiopia,ETH,"Population ages 40-44, female",SP.POP.4044.FE,2302887
Ethiopia,ETH,"Population ages 40-44, male",SP.POP.4044.MA,2308356
Ethiopia,ETH,"Population ages 45-49, female",SP.POP.4549.FE,1902242
Ethiopia,ETH,"Population ages 45-49, male",SP.POP.4549.MA,1908943
Ethiopia,ETH,"Population ages 50-54, female",SP.POP.5054.FE,1535285
Ethiopia,ETH,"Population ages 50-54, male",SP.POP.5054.MA,1409937
Ethiopia,ETH,"Population ages 55-59, female",SP.POP.5559.FE,1251389
Ethiopia,ETH,"Population ages 55-59, male",SP.POP.5559.MA,1086903
Ethiopia,ETH,"Population ages 60-64, female",SP.POP.6064.FE,1030730
Ethiopia,ETH,"Population ages 60-64, male",SP.POP.6064.MA,898336
Ethiopia,ETH,"Population ages 65-69, female",SP.POP.6569.FE,792611
Ethiopia,ETH,"Population ages 65-69, male",SP.POP.6569.MA,698724
Ethiopia,ETH,"Population ages 70-74, female",SP.POP.7074.FE,602063
Ethiopia,ETH,"Population ages 70-74, male",SP.POP.7074.MA,508116
Ethiopia,ETH,"Population ages 75-79, female",SP.POP.7579.FE,361077
Ethiopia,ETH,"Population ages 75-79, male",SP.POP.7579.MA,314013
Ethiopia,ETH,"Population ages 80 and above, female",SP.POP.80UP.FE,299127
Ethiopia,ETH,"Population ages 80 and above, male",SP.POP.80UP.MA,248339
Euro area,EMU,"Population ages 00-04, male",SP.POP.0004.MA,8424374
Euro area,EMU,"Population ages 05-09, female",SP.POP.0509.FE,8453124
Euro area,EMU,"Population ages 05-09, male",SP.POP.0509.MA,8938517
Euro area,EMU,"Population ages 10-14, female",SP.POP.1014.FE,8593962
Euro area,EMU,"Population ages 10-14, male",SP.POP.1014.MA,9107134
Euro area,EMU,"Population ages 00-04, female",SP.POP.0004.FE,7982802
Euro area,EMU,"Population ages 15-19, female",SP.POP.1519.FE,8612203
Euro area,EMU,"Population ages 15-19, male",SP.POP.1519.MA,9131938
Euro area,EMU,"Population ages 20-24, female",SP.POP.2024.FE,8951192
Euro area,EMU,"Population ages 20-24, male",SP.POP.2024.MA,9448633
Euro area,EMU,"Population ages 25-29, female",SP.POP.2529.FE,9648576
Euro area,EMU,"Population ages 25-29, male",SP.POP.2529.MA,10022980
Euro area,EMU,"Population ages 30-34, female",SP.POP.3034.FE,10554642
Euro area,EMU,"Population ages 30-34, male",SP.POP.3034.MA,10723606
Euro area,EMU,"Population ages 35-39, female",SP.POP.3539.FE,11190392
Euro area,EMU,"Population ages 35-39, male",SP.POP.3539.MA,11241077
Euro area,EMU,"Population ages 40-44, female",SP.POP.4044.FE,11711836
Euro area,EMU,"Population ages 40-44, male",SP.POP.4044.MA,11775392
Euro area,EMU,"Population ages 45-49, female",SP.POP.4549.FE,12518900
Euro area,EMU,"Population ages 45-49, male",SP.POP.4549.MA,12534192
Euro area,EMU,"Population ages 50-54, female",SP.POP.5054.FE,13068897
Euro area,EMU,"Population ages 50-54, male",SP.POP.5054.MA,12903303
Euro area,EMU,"Population ages 55-59, female",SP.POP.5559.FE,12440240
Euro area,EMU,"Population ages 55-59, male",SP.POP.5559.MA,12021716
Euro area,EMU,"Population ages 60-64, female",SP.POP.6064.FE,11048882
Euro area,EMU,"Population ages 60-64, male",SP.POP.6064.MA,10325367
Euro area,EMU,"Population ages 65-69, female",SP.POP.6569.FE,10060525
Euro area,EMU,"Population ages 65-69, male",SP.POP.6569.MA,9074521
Euro area,EMU,"Population ages 70-74, female",SP.POP.7074.FE,8823732
Euro area,EMU,"Population ages 70-74, male",SP.POP.7074.MA,7638000
Euro area,EMU,"Population ages 75-79, female",SP.POP.7579.FE,7480625
Euro area,EMU,"Population ages 75-79, male",SP.POP.7579.MA,5900386
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,13522574
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,7908927
Europe & Central Asia,ECS,"Population ages 00-04, male",SP.POP.0004.MA,28674799
Europe & Central Asia,ECS,"Population ages 05-09, female",SP.POP.0509.FE,27395788
Europe & Central Asia,ECS,"Population ages 05-09, male",SP.POP.0509.MA,28928755
Europe & Central Asia,ECS,"Population ages 10-14, female",SP.POP.1014.FE,25772041
Europe & Central Asia,ECS,"Population ages 10-14, male",SP.POP.1014.MA,27198019
Europe & Central Asia,ECS,"Population ages 00-04, female",SP.POP.0004.FE,27144915
Europe & Central Asia,ECS,"Population ages 15-19, female",SP.POP.1519.FE,24713824
Europe & Central Asia,ECS,"Population ages 15-19, male",SP.POP.1519.MA,26035929
Europe & Central Asia,ECS,"Population ages 20-24, female",SP.POP.2024.FE,26618486
Europe & Central Asia,ECS,"Population ages 20-24, male",SP.POP.2024.MA,27901272
Europe & Central Asia,ECS,"Population ages 25-29, female",SP.POP.2529.FE,30721676
Europe & Central Asia,ECS,"Population ages 25-29, male",SP.POP.2529.MA,31783444
Europe & Central Asia,ECS,"Population ages 30-34, female",SP.POP.3034.FE,33234716
Europe & Central Asia,ECS,"Population ages 30-34, male",SP.POP.3034.MA,33805356
Europe & Central Asia,ECS,"Population ages 35-39, female",SP.POP.3539.FE,32504206
Europe & Central Asia,ECS,"Population ages 35-39, male",SP.POP.3539.MA,32528008
Europe & Central Asia,ECS,"Population ages 40-44, female",SP.POP.4044.FE,31882791
Europe & Central Asia,ECS,"Population ages 40-44, male",SP.POP.4044.MA,31425092
Europe & Central Asia,ECS,"Population ages 45-49, female",SP.POP.4549.FE,31350872
Europe & Central Asia,ECS,"Population ages 45-49, male",SP.POP.4549.MA,30504810
Europe & Central Asia,ECS,"Population ages 50-54, female",SP.POP.5054.FE,31650572
Europe & Central Asia,ECS,"Population ages 50-54, male",SP.POP.5054.MA,29994762
Europe & Central Asia,ECS,"Population ages 55-59, female",SP.POP.5559.FE,31772814
Europe & Central Asia,ECS,"Population ages 55-59, male",SP.POP.5559.MA,28909813
Europe & Central Asia,ECS,"Population ages 60-64, female",SP.POP.6064.FE,29207616
Europe & Central Asia,ECS,"Population ages 60-64, male",SP.POP.6064.MA,25032678
Europe & Central Asia,ECS,"Population ages 65-69, female",SP.POP.6569.FE,25380180
Europe & Central Asia,ECS,"Population ages 65-69, male",SP.POP.6569.MA,20618393
Europe & Central Asia,ECS,"Population ages 70-74, female",SP.POP.7074.FE,19825070
Europe & Central Asia,ECS,"Population ages 70-74, male",SP.POP.7074.MA,15428362
Europe & Central Asia,ECS,"Population ages 75-79, female",SP.POP.7579.FE,16345900
Europe & Central Asia,ECS,"Population ages 75-79, male",SP.POP.7579.MA,11210545
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,26824766
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,14212312
Europe & Central Asia (excluding high income),ECA,"Population ages 00-04, male",SP.POP.0004.MA,15833194
Europe & Central Asia (excluding high income),ECA,"Population ages 05-09, female",SP.POP.0509.FE,14570624
Europe & Central Asia (excluding high income),ECA,"Population ages 05-09, male",SP.POP.0509.MA,15394468
Europe & Central Asia (excluding high income),ECA,"Population ages 10-14, female",SP.POP.1014.FE,13018660
Europe & Central Asia (excluding high income),ECA,"Population ages 10-14, male",SP.POP.1014.MA,13729194
Europe & Central Asia (excluding high income),ECA,"Population ages 00-04, female",SP.POP.0004.FE,14966095
Europe & Central Asia (excluding high income),ECA,"Population ages 15-19, female",SP.POP.1519.FE,12067623
Europe & Central Asia (excluding high income),ECA,"Population ages 15-19, male",SP.POP.1519.MA,12692029
Europe & Central Asia (excluding high income),ECA,"Population ages 20-24, female",SP.POP.2024.FE,13031076
Europe & Central Asia (excluding high income),ECA,"Population ages 20-24, male",SP.POP.2024.MA,13621371
Europe & Central Asia (excluding high income),ECA,"Population ages 25-29, female",SP.POP.2529.FE,15812534
Europe & Central Asia (excluding high income),ECA,"Population ages 25-29, male",SP.POP.2529.MA,16291002
Europe & Central Asia (excluding high income),ECA,"Population ages 30-34, female",SP.POP.3034.FE,17178723
Europe & Central Asia (excluding high income),ECA,"Population ages 30-34, male",SP.POP.3034.MA,17399438
Europe & Central Asia (excluding high income),ECA,"Population ages 35-39, female",SP.POP.3539.FE,15731293
Europe & Central Asia (excluding high income),ECA,"Population ages 35-39, male",SP.POP.3539.MA,15573389
Europe & Central Asia (excluding high income),ECA,"Population ages 40-44, female",SP.POP.4044.FE,14705784
Europe & Central Asia (excluding high income),ECA,"Population ages 40-44, male",SP.POP.4044.MA,14112868
Europe & Central Asia (excluding high income),ECA,"Population ages 45-49, female",SP.POP.4549.FE,13465434
Europe & Central Asia (excluding high income),ECA,"Population ages 45-49, male",SP.POP.4549.MA,12606406
Europe & Central Asia (excluding high income),ECA,"Population ages 50-54, female",SP.POP.5054.FE,13244058
Europe & Central Asia (excluding high income),ECA,"Population ages 50-54, male",SP.POP.5054.MA,11824793
Europe & Central Asia (excluding high income),ECA,"Population ages 55-59, female",SP.POP.5559.FE,14073698
Europe & Central Asia (excluding high income),ECA,"Population ages 55-59, male",SP.POP.5559.MA,11807207
Europe & Central Asia (excluding high income),ECA,"Population ages 60-64, female",SP.POP.6064.FE,13096757
Europe & Central Asia (excluding high income),ECA,"Population ages 60-64, male",SP.POP.6064.MA,9993904
Europe & Central Asia (excluding high income),ECA,"Population ages 65-69, female",SP.POP.6569.FE,10555293
Europe & Central Asia (excluding high income),ECA,"Population ages 65-69, male",SP.POP.6569.MA,7318327
Europe & Central Asia (excluding high income),ECA,"Population ages 70-74, female",SP.POP.7074.FE,6930725
Europe & Central Asia (excluding high income),ECA,"Population ages 70-74, male",SP.POP.7074.MA,4347291
Europe & Central Asia (excluding high income),ECA,"Population ages 75-79, female",SP.POP.7579.FE,5911021
Europe & Central Asia (excluding high income),ECA,"Population ages 75-79, male",SP.POP.7579.MA,3049559
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,8496641
